wall_time_s,elapsed_s,mode,thrust_raw,thrust_percent,roll_cmd_deg,pitch_cmd_deg,yawrate_cmd_deg_s,mocap_x,mocap_y,mocap_z,mocap_qx,mocap_qy,mocap_qz,mocap_qw,mocap_age_s,mocap_frame_count,drift_x_m,drift_y_m,horizontal_drift_m,battery_v,estimate_z
1779198418.4160962,5.668306827545166,guard-only,250,0.3814755474174105,0.0,0.0,0.0,0.0027986933,0.006613679,0.037728384,0.0006427066982723773,-0.014419812709093094,0.6624786853790283,0.7489417195320129,0.005791664123535156,129,1.387205e-05,4.3514185e-05,4.567185243572275e-05,4.122580528259277,105.1558837890625
1779198418.4992855,5.751496076583862,guard-only,250,0.3814755474174105,0.0,0.0,0.0,0.0027308743,0.006542434,0.037754532,0.0003670546575449407,-0.012851548381149769,0.6624433398246765,0.7490017414093018,0.003997802734375,130,-5.394686e-05,-2.7731061e-05,6.0657032163584213e-05,4.122580528259277,105.15062713623047
1779198418.601599,5.853809595108032,guard-only,250,0.3814755474174105,0.0,0.0,0.0,0.0027921796,0.0066107656,0.037726253,0.0004179017851129174,-0.01350175216794014,0.6624681949615479,0.7489683032035828,0.0021491050720214844,131,7.3583797e-06,4.0600542e-05,4.1261965147514274e-05,4.122580528259277,105.18637084960938
1779198418.683177,5.93538761138916,guard-only,250,0.3814755474174105,0.0,0.0,0.0,0.0027763192,0.0066289348,0.03778475,0.00044429319677874446,-0.013086816295981407,0.6625379920005798,0.7489138245582581,0.002200603485107422,132,-8.502044e-06,5.8769714e-05,5.938151437508835e-05,4.122580528259277,105.19908142089844
1779198418.771197,6.023407697677612,guard-only,250,0.3814755474174105,0.0,0.0,0.0,0.0027797455,0.0066485717,0.037757434,-2.7391568437451497e-05,-0.012259489856660366,0.6623678803443909,0.7490784525871277,0.0013413429260253906,133,-5.075708e-06,7.840665e-05,7.857076949184304e-05,4.122580528259277,105.19369506835938
1779198418.8775897,6.129800319671631,guard-only,250,0.3814755474174105,0.0,0.0,0.0,0.0027929833,0.0066324146,0.03776894,0.0008322382345795631,-0.013776588253676891,0.6625946760177612,0.7488510012626648,0.017166614532470703,134,8.162111e-06,6.22496e-05,6.278242427568778e-05,4.122580528259277,105.18331909179688
1779198418.9585123,6.210722923278809,guard-only,500,0.762951094834821,0.0,0.0,0.0,0.0027954858,0.0066473205,0.037791453,3.329721948830411e-05,-0.01171514205634594,0.6624493598937988,0.7490150928497314,0.012395620346069336,135,1.0664575e-05,7.715542e-05,7.788896965252178e-05,4.122580528259277,105.14060974121094
1779198419.0395896,6.291800260543823,guard-only,500,0.762951094834821,0.0,0.0,0.0,0.002784267,0.0066378117,0.0377724,0.0003194588061887771,-0.012683890759944916,0.6623964309692383,0.7490460872650146,0.015806198120117188,136,-5.5413693e-07,6.7646615e-05,6.764888234056793e-05,4.122580528259277,105.09272003173828
1779198419.102056,6.35426664352417,guard-only,500,0.762951094834821,0.0,0.0,0.0,0.0027651675,0.0065995026,0.03772066,0.0006122678751125932,-0.014481520280241966,0.66246098279953,0.7489562034606934,0.0058116912841796875,137,-1.96537e-05,2.9337592e-05,3.5312353520906596e-05,4.122580528259277,105.09272003173828
1779198419.1839297,6.436140298843384,guard-only,500,0.762951094834821,0.0,0.0,0.0,0.002735299,0.0066103647,0.037717704,0.0009915014961734414,-0.01493863295763731,0.6623830199241638,0.7490158081054688,0.016584157943725586,138,-4.9522147e-05,4.0199608e-05,6.378441309277175e-05,4.122580528259277,105.10427856445312
1779198419.2868767,6.539087295532227,guard-only,750,1.1444266422522316,0.0,0.0,0.0,0.0027733361,0.0066457298,0.0377749,7.526153058279306e-05,-0.012062175199389458,0.6623311042785645,0.7491142153739929,0.016414403915405273,139,-1.148507e-05,7.556472e-05,7.643254283048709e-05,4.122580528259277,105.1876220703125
1779198419.3686078,6.620818376541138,guard-only,750,1.1444266422522316,0.0,0.0,0.0,0.0027953563,0.0066011385,0.03776535,0.0006645848043262959,-0.013959812931716442,0.6625195741653442,0.7489143013954163,0.01235198974609375,140,1.0535121e-05,3.097346e-05,3.27161127829274e-05,4.122580528259277,105.14208221435547
1779198419.4724581,6.724668741226196,guard-only,750,1.1444266422522316,0.0,0.0,0.0,0.0027967487,0.006651019,0.03778585,3.5229641071055084e-05,-0.011828267946839333,0.6623994708061218,0.749057412147522,0.014653921127319336,141,1.1927448e-05,8.0854166e-05,8.172918928002978e-05,4.122580528259277,105.13326263427734
1779198419.5541122,6.806322813034058,guard-only,1000,1.525902189669642,0.0,0.0,0.0,0.0027758963,0.0065881703,0.03772258,0.0008472653571516275,-0.014712059870362282,0.6625259518623352,0.7488939762115479,0.0004858970642089844,142,-8.924864e-06,1.800526e-05,2.0095834655358988e-05,4.122580528259277,105.16870880126953
1779198419.6563733,6.908583879470825,guard-only,1000,1.525902189669642,0.0,0.0,0.0,0.0027452204,0.0065823477,0.037705317,0.0006388917681761086,-0.014238887466490269,0.6621991395950317,0.7491924166679382,0.019645214080810547,143,-3.9600767e-05,1.2182631e-05,4.1432321643517016e-05,4.122580528259277,105.1468505859375
1779198419.7389994,6.991209983825684,guard-only,1250,1.9073777370870528,0.0,0.0,0.0,0.0027869241,0.006652572,0.037759934,-0.0001254634844372049,-0.011817722581326962,0.662507176399231,0.7489623427391052,0.008359670639038086,144,2.1029264e-06,8.240715e-05,8.243397524371126e-05,4.122580528259277,105.1119155883789
1779198419.8435063,7.095716953277588,guard-only,1250,1.9073777370870528,0.0,0.0,0.0,0.0027800584,0.006661213,0.03777476,-8.942086424212903e-05,-0.012143172323703766,0.6624607443809509,0.7489982843399048,0.018998384475708008,145,-4.7627836e-06,9.104796e-05,9.11724451603511e-05,4.122580528259277,105.05181121826172
1779198419.9272163,7.179426908493042,guard-only,1250,1.9073777370870528,0.0,0.0,0.0,0.002773007,0.006607539,0.037710853,0.00033741339575499296,-0.014240147545933723,0.6623790264129639,0.749033510684967,0.010086536407470703,146,-1.18142925e-05,3.7373975e-05,3.919682969961894e-05,4.122580528259277,105.05181121826172
